spp,act,pass,float,obsn,obst1,n3,seq
43608,34444,43608,0,2,325827,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLVBO
43608,44204,43608,0,2,325827,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLVBO
43606,34444,34751,0,1,325822,50,RIXUV=YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
43603,43115,43408,0,2,325772,0,$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$B>C$=?>$$BUBO^ZB>C$=?>$$B
43603,43603,5086,0,2,325772,0,$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$B>C$=?>$$BUBO^ZB>C$=?>$$B
43601,43026,43147,0,1,325760,53,HHLFUEUWIYJRIXVUUGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43600,34444,42529,0,1,325755,63,EWLHHHRLUEUWJYJRIXUVUYGRMHJLRWWRE$BLUBO^B>C$=?>$$BBLWUBOM%}OYHOB
43599,21947,21947,0,1,325749,14,$=?>$DBUBO^B>C
43598,8625,17434,0,1,325725,43,$=?>$$BUBOV
43596,34917,34917,0,1,325704,1,$I?>C$B
43595,40721,42747,0,1,325693,55,HHLUEVWIYJRIXVUUYGRHJL}WWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43594,39981,38462,0,1,325686,53,$=?>$$BUBO$=?$$$N?>$%$A
43593,18920,18920,0,1,325669,0,$=?>C$BUBO^B>C$=N?>$$BLUBO%O}Y^OB
43591,38462,39981,0,1,325665,23,$=?>$$BUBO$=?$$$?>$$AA
43591,39981,43591,0,7,325665,23,$=?>$$BUBO$=?$$$?>$$AA
43589,43484,41465,0,1,325648,56,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO}OYHOBUUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
43587,40721,41465,0,1,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43147,43587,0,12,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43587,43147,0,15,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43587,40721,0,21,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43587,43650,0,1,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,40721,43587,0,25,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43026,43587,0,22,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43587,43026,0,29,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43587,43270,43587,0,1,325643,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$ALUBO}OYHOB
43586,43425,41181,0,1,325642,25,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$$B=BO^ZC>$=?>$$BB
43586,34444,43586,0,1,325642,25,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$$B=BO^ZC>$=?>$$BB
43585,12476,12476,0,1,325637,1879,$=?>$$BUBO^NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}
43584,43513,78,0,2,325631,0,%}BLUBWOS^ZB>C$=?>$$BUBO^ZB>C$=?>$$BBOM
43583,12476,12476,0,3,325628,64,$=?>$$BUBO^B>C$=N?Q$$BLUBO%}Y^OB
43583,12476,43583,0,7,325628,64,$=?>$$BUBO^B>C$=N?Q$$BLUBO%}Y^OB
43583,24641,43583,0,4,325628,64,$=?>$$BUBO^B>C$=N?Q$$BLUBO%}Y^OB
43583,12476,8625,0,1,325628,64,$=?>$$BUBO^B>C$=N?Q$$BLUBO%}Y^OB
43583,8625,43583,0,18,325628,64,$=?>$$BUBO^B>C$=N?Q$$BLUBO%}Y^OB
43582,34444,34444,0,1,325591,62,EWLHHHRLUEUWJDYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43580,40721,43147,0,1,325585,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHHOB
43580,40721,43580,0,4,325585,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHHOB
43579,17465,17465,0,1,325557,64,$=?>$$BUBO^B>C$P=N?>$BLUBO%}}Y^OB
43576,39456,39456,0,1,325545,62,EWLHHHRLUFUWJYJRIXUVUYGRHJLRWWRE$BLVBO^B>C$=?>$$BBLUBOM%}OYHOB
43575,39981,22523,0,1,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43575,39981,43575,0,146,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43575,39981,39981,0,4,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43575,43575,43575,0,44,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43575,8625,43575,0,15,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43575,43676,43575,0,1,325527,0,$=?>$$BVBO^B>C$=?>$BLUBO%}}Y^OB
43573,43572,34751,0,1,325524,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>CY$$BUBO^ZB>C$=?>$$B$$B
43572,34751,34751,0,1,325524,22,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?Y$$BUBO^ZB>C$=?>$$B
43572,34444,43572,0,5,325524,22,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?Y$$BUBO^ZB>C$=?>$$B
43569,43375,43260,0,1,325486,67,$=?>$$BUBO^B>C$=N?>$BLUBO%}}YU^OB$=?>$$BUBO^PBQC$=N?>$$BLUBO%}}Y^OB
43568,43524,39981,0,1,325468,0,$=?>$$BUBO^B>C$=?>$BLUBIO%}}Y^O
43567,43524,39981,0,1,325467,63,B$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
43567,39981,39981,0,3,325467,63,B$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
43567,44538,39981,0,1,325467,63,B$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
43566,42847,34444,0,1,325460,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>B$=?>$$BBLUBOM%}OYHOB
43566,34444,34444,0,1,325460,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>B$=?>$$BBLUBOM%}OYHOB
43563,43546,37843,0,1,325452,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBP^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
43563,37843,43563,0,5,325452,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBP^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
43563,43649,37843,0,1,325452,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBP^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
43563,43713,37843,0,1,325452,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBP^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
43562,8625,8625,0,1,325406,66,$=?>$$BULBO^B>C$=N?>$$BLUBO%}}Y^OB
43561,40721,40721,0,1,325405,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$>=?>$$CLUBO%}OYHOB
43561,40721,43561,0,2,325405,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$>=?>$$CLUBO%}OYHOB
43559,36036,36036,0,1,325396,1,$??>CCBUBO
43558,39342,39342,0,1,325394,16,HHRYGRHWRE$BLUBO^>C$=?>$$BBLBOLUBOO
43556,40115,40115,0,1,325370,23,$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?$$BB
43555,43438,36036,0,1,325358,14,$=?>$$?>$BLOOO
43553,39638,32025,0,1,325341,6,UWJYJ
43551,43026,43026,0,1,325328,53,HHLUEUWIYJRIXVUUYFGRHJLWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43550,42847,42847,0,1,325325,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOMG}OYHO
43548,37843,3747,0,1,325319,18,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLVBO%}OYHOB
43547,39981,39981,0,2,325264,62,$U?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
43546,37843,37843,0,2,325257,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBP^B>C$=?>$$BLUBO%}OYHOB
43545,41465,40721,0,1,325235,0,UUZGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
43544,34444,34444,0,3,325232,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43543,24419,21994,0,1,325222,157,$=?>$$$UBOTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTT
43542,18711,3747,0,1,325220,25,$=?>$$BUB}$=?>C$N?>$$BLUA
43539,41465,42747,0,1,325202,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BW>C$=?>$$BLUBO}OYHOB
43539,43539,42747,0,2,325202,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BW>C$=?>$$BLUBO}OYHOB
43538,18574,3747,0,1,325197,0,$=?>$$BUBOB>$=N?>$$BLUBO%}}Y^OB
43537,38243,36036,0,1,325195,33,^BQC$=N?$$B?UBO%}}Y^OB$
43536,20359,43500,0,1,325191,39,^BQC$=N?>$$B$=?>$$N?>$BL%UBO
43534,34444,34444,0,1,325149,62,EWLHHHRLUEUWJYJRIXUVUYGR^JLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43533,41465,43218,0,1,325106,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOBUEUWIYJRIXVUUYGRHJL}WWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43532,34444,39456,0,1,325096,62,EWLHGHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLVBO^B>C$=?>$$BBLUBOM%}OYHOB
43531,38759,11307,0,3,325094,0,$=L>$$BUBO^B>C$=N?>$$B
43529,34792,31489,0,1,325089,0,YGRHJLRWWRE$BLUBO^ZC>C$=?>$$BUBO^ZB>C$=?>$$B
43529,43529,31489,0,4,325089,0,YGRHJLRWWRE$BLUBO^ZC>C$=?>$$BUBO^ZB>C$=?>$$B
43528,43260,19017,0,1,325084,0,$=?>$$BUBO^PBQC$=N?>$$B
43527,35860,34444,0,1,325073,62,EWLHHHRLUEUWJYJRIX>UVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43527,34444,43527,0,12,325073,62,EWLHHHRLUEUWJYJRIX>UVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43527,35860,43527,0,10,325073,62,EWLHHHRLUEUWJYJRIX>UVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43527,39456,43527,0,7,325073,62,EWLHHHRLUEUWJYJRIX>UVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43525,17465,43470,0,1,325062,65,$=?>$$BUBO^B>C$=N?>$BLUBO%}}Y^OB$=L>$$BUBO^B>C$=N?>$$BLUAO%}}ZHOB
43524,39981,39981,0,1,325050,62,$=?>$$BUBO^B>C$=?>$BLUBIO%}}Y^OB
43524,39981,43524,0,1,325050,62,$=?>$$BUBO^B>C$=?>$BLUBIO%}}Y^OB
43522,40721,43147,0,1,325044,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUVBO^B>C$=?>$$CLUBO%}OYHOB
43521,34444,43115,0,1,325043,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZC>C$=?>$BUBO^ZB>C$=?>$$B
43521,43517,43521,0,2,325043,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZC>C$=?>$BUBO^ZB>C$=?>$$B
43521,34444,43521,0,68,325043,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZC>C$=?>$BUBO^ZB>C$=?>$$B
43521,44039,43521,0,17,325043,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZC>C$=?>$BUBO^ZB>C$=?>$$B
43518,40721,40721,0,1,325022,54,HHLUEU>WIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43517,34444,34444,0,3,325007,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRVWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43517,34444,43517,0,5,325007,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRVWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43516,34444,34444,0,3,324999,62,EWLHHHRLUE=WJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
43515,43115,5086,0,23,324998,0,$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$B
43515,43515,5086,0,82,324998,0,$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$B
43515,45250,5086,0,2,324998,0,$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$B
43514,41465,3747,0,1,324993,3,UUYGRHJLRWWSE$BLUBO^>C$=?V$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
43513,42575,43510,0,5,324965,0,RIXUVUYGRHJLRWWRE$BLUBWOS^ZB>C$=?>$$BUBO^ZB>C$=?>$$BBOM
43512,15951,43347,0,1,324961,1,$T?$$C
43511,40721,43147,0,1,324948,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUBO^DB>C$=?>$$CLUBO%}OYHOB
43511,40721,43511,0,25,324948,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUBO^DB>C$=?>$$CLUBO%}OYHOB
43511,43026,43511,0,7,324948,53,HHLUEUWIYJRIXVUUGRHJLWWRE$BLUBO^DB>C$=?>$$CLUBO%}OYHOB
43510,42575,29653,0,1,324936,0,%}BLUBWOS^ZB>C$=?>$$BUBO^ZB>C$=?>$$BBOM%}OYHOB
43510,42575,78,0,3,324936,0,%}BLUBWOS^ZB>C$=?>$$BUBO^ZB>C$=?>$$BBOM%}OYHOB
43509,39456,34751,0,1,324926,50,RIXUVUYGRHJDLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
43508,39981,39981,0,1,324925,62,$=?>$$BUBO^B>C$=?>$BLUBOE%}}Y^OB
43506,42847,43490,0,1,324922,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM
43506,34444,43506,0,1,324922,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM
43505,39981,22933,0,1,324902,2,$=%>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
43504,12476,12476,0,3,324893,64,$=?>$$BUBO^B>C$=N?$$BLUBO%}Y^OB
43503,32461,3747,0,1,324876,70,$=?>$$BUBO^B>C$=N?>$$BLUBOG}Y^OB$=?$$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43500,43485,43260,0,1,324848,0,$=?>$$N?>$BL%UBO
43497,40721,40721,0,2,324812,54,HHLUEUWIXJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43496,41449,41449,0,1,324810,7,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>C$BUBO^ZB>CD=?>$$B
43493,34917,12476,0,1,324781,1,$Q?>C$B
43491,43489,43490,0,1,324770,0,>C$=?>$$BLUBKOM
43490,43474,34751,0,1,324767,0,M%}BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBKOM%}OYHOZB
43489,43474,34751,0,1,324766,27,>C$=?>$$BLUBKOM%}OYHO
43488,34444,34444,0,1,324735,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLVUBO^B>C$=?>$$BBLUBOM%}OYHOB
43487,43410,12476,0,1,324728,94,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43487,12476,43487,0,6,324728,94,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43487,42918,12476,0,2,324728,94,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43487,43763,12476,0,2,324728,94,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43487,12476,12476,0,1,324728,94,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
43485,43472,22423,0,1,324690,33,$=?>$$N?>$BL%UBO%}}Y^O
43484,40721,3747,0,1,324676,18,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO}OYHOBB
43483,39981,38462,0,1,324670,0,$=?>$$BUBO^B>C$=?>$BLUBO%}OY^OB
43482,43031,41465,0,1,324665,56,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBOO}OYHOB
43481,34444,34444,0,1,324660,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOMN%}OYHOB
43480,40721,40721,0,1,324657,54,HHLEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
43479,43294,43356,0,1,324651,104,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUO^B>C$=?>$$BLUBO%}OYHHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUO^B>C$=?>$$BLUBO%}OYHHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUO^B>C$=?>$$BLUBO%}OYHOB
43478,39981,39981,0,1,324641,62,$=?>$$BUBO^B>C$=?>$BLUBO%J}}Y^OB
43477,36813,3747,0,1,324628,1542,$=?>$$BUB}^B>C$=N?>$$BLULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM
43476,39638,39638,0,1,324617,62,EWLHHHRLUUWWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBO%}OYHOB
43475,43295,43474,0,1,324603,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBKOM
