spp,act,pass,float,obsn,obst1,n3,seq
45390,45309,45309,0,2,338691,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOC$?>$$BLUBO}OYHO
45390,37843,45390,0,3,338691,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOC$?>$$BLUBO}OYHO
45389,45320,22933,0,1,338684,23,$=?>$$BUBOD=?C$$N?>$$A
45388,18813,19200,0,1,338682,49,$=?>$$BBO$=?>$$BUBO$=?>$$N?>$$BLUBO
45387,34444,34444,0,1,338682,62,EWLHHHRLUEUWIYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45387,34444,45387,0,1,338682,62,EWLHHHRLUEUWIYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45386,45345,11955,0,1,338681,45,^B>C$=N?>$B?UBO%}Y^OB$=?>$$B
45385,37843,37843,0,1,338681,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BL=BO%}OYHOB
45384,37843,37843,0,1,338679,55,HHLUEUWIYJRXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
45383,43856,24568,0,1,338676,43,$=?>$$BUBP^B>C$=N?>$$BLUBO$=?>$$CUCO
45382,44452,44452,0,1,338665,50,HHLUEUWIYJRIXVUUYGHJLWWRE$BLUBO^BC$=?>$$BLUB%}OYH
45382,44452,45382,0,1,338665,50,HHLUEUWIYJRIXVUUYGHJLWWRE$BLUBO^BC$=?>$$BLUB%}OYH
45381,17465,21947,0,1,338643,46,$=K>$$BUBO^B>C
45381,17465,45381,0,2,338643,46,$=K>$$BUBO^B>C
45380,808,808,0,1,338634,3,$=?W$$
45380,8625,45380,0,1,338634,3,$=?W$$
45379,44829,44828,0,1,338632,55,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}HOYHOB
45378,43487,32776,0,1,338629,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>$=N?>$$BLUBO%}Y^OB
45378,12476,45378,0,1,338629,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Z^OB$=?>$$BUBO^B>$=N?>$$BLUBO%}Y^OB
45377,34444,44325,0,1,338620,62,EWLHHHRLUEUWJYVJRIXVVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45376,44452,45243,0,1,338618,0,HHLUEUWIYJRIXVUUYGHJLWWRE$BLUBO^B>C$=?>$$BLUB%}OYHUUYGRHJLRWWSE$OYHO
45376,44452,45336,0,1,338618,0,HHLUEUWIYJRIXVUUYGHJLWWRE$BLUBO^B>C$=?>$$BLUB%}OYHUUYGRHJLRWWSE$OYHO
45375,44452,45243,0,1,338617,103,BJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45374,34444,43295,0,1,338616,62,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=Q?>$$BUBO^ZB>C$=?>$$BLUBKOM%}OYHO
45373,37843,37843,0,1,338611,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OY>HOB
45372,34444,34444,0,1,338600,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWREZ$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45371,44474,19017,0,1,338577,0,%}}LUBOS^ZB>C$=?>$DBUBO^ZB>C$=?>$$B
45370,45347,34444,0,2,338568,0,RIXUVUYGRHJLRWWRE$ALUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBOM%}OYHOB
45370,34444,45370,0,8,338568,0,RIXUVUYGRHJLRWWRE$ALUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBOM%}OYHOB
45369,39981,43730,0,1,338561,53,$=?>$DBUBO$U?$$$N?>$$A
45368,45247,42474,0,3,338546,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45368,45368,42474,0,6,338546,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45368,45368,45429,0,1,338546,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45367,34444,34444,0,1,338542,62,EWLHHHRLUEUWJYJRIXUWUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45366,39981,39981,0,1,338516,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OC
45365,8625,18272,0,1,338495,65,$=?>$$BUBO$?>$$N?>$$BLUBO%}}Y^O
45364,12476,18272,0,1,338487,64,$=?>$$BUBO$=?>$$N?>$$BLRUBO%}}Y^O
45363,43115,43115,0,1,338475,7,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$BUBO^ZB>C$=?>$$A
45362,8625,8625,0,1,338463,66,$=?>$$BUBO^B>C$=N?>$$BLUBO%I}}Y^OB
45361,12476,12476,0,1,338461,0,$=?>$$BUBO^B>C$=N?>$$CLUBO%}Y^OB
45361,12476,45361,0,1,338461,0,$=?>$$BUBO^B>C$=N?>$$CLUBO%}Y^OB
45359,45312,5086,0,1,338455,0,$BLUBO^>C$=?>$$BLUBO}^BX>C$T?>$$BLUBO}OYHOB
45358,45316,45340,0,1,338451,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOB$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45357,37843,43656,0,1,338439,55,HHLUEUWIYJRIXVUUYGRHFJLWWRE$BLUBO^B>C$=?>$$BLUBO%OYHOB
45356,45179,42474,0,1,338422,55,UUYGRHJLRKWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOB
45355,34444,43521,0,1,338416,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZC>C$=?>$BUBO^ZB>$$=?>$$B
45354,42474,45243,0,1,338408,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOB$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45353,39981,39981,0,1,338405,62,$=?>$$BUBO^B>>C$=?>$BLUBO%}}Y^OB
45353,39981,45353,0,4,338405,62,$=?>$$BUBO^B>>C$=?>$BLUBO%}}Y^OB
45351,34444,44325,0,1,338395,62,EWLHHHRLUE=WJYJRIXVVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45350,45334,3747,0,1,338394,35,$=?>$$BUBOH>C$=}?>$$ALUBO%}Y^OB$$$
45349,43673,43673,0,1,338390,55,HHLUEUWIYJRIXWUUYGRHJLWWRE$BLUBO^B>C$=?>$$ABLUBO%}OYHOB
45348,44829,40378,0,1,338384,56,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOUUYGRHJLRWWRE$BLUBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
45347,34444,34751,0,1,338371,50,RIXUVUYGRHJLRWWRE$ALUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
45347,34444,45347,0,1,338371,50,RIXUVUYGRHJLRWWRE$ALUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
45346,45100,24568,0,1,338349,105,$=?>$$BUBO^B>C$=N?>$$BLUBO%}^OB$=?>$$CUCO^B>C$=N?>$$BLUBO%}YIOB$=?>$$CUCO^B>C$=N?>$$BLUBO%}Y^OB
45345,36259,11955,0,1,338340,38,$=?>$$BUBO^B>C$=N?>$B?UBO%}Y^OB$=?>$$B
45344,43660,44022,0,1,338330,37,EWLHHHRLUEUWJYJRIXUVUYHRHJLRWWRE$OYHO
45342,44957,44957,0,1,338315,29,RIXUVUYGRMHJLRWWRE$BLUBO^>C$=?>$$BBLUBOM>CD=?>$$BBLUBOM
45341,43673,45202,0,1,338314,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUB}^B>IC$=?>$$BLUBO%}OYHOB
45340,45309,45280,0,1,338307,0,UUYGRHJLRWWSE$OYHOBGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45339,34444,43295,0,1,338286,62,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$%BUBO^ZB>C$=?>$$BLUBKOM%}OYHO
45337,45016,32025,0,1,338284,0,RHKLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
45337,45337,32025,0,8,338284,0,RHKLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
45336,45247,45247,0,3,338284,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45336,45336,44452,0,1,338284,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45336,45336,45247,0,1,338284,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45336,45336,45376,0,1,338284,0,UUYGRHJLRWWSE$OYHOBHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45335,37843,37843,0,1,338281,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLNUBO%}OYHOB
45334,45073,3747,0,1,338279,35,$=?>$$BUBO^>C$=}?>$$ALUBO%}Y^OB$$$
45333,39981,39981,0,1,338271,62,$=?>$$BUBO^B>CK$=?>$BLUBO%}}Y^OB
45332,45034,45127,0,1,338267,12,RHJLWWRE$BLUBO^GB>C$=?>$$CL=BO
45331,44985,45146,0,1,338266,372,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOEWLHHHRLUEUWJYJIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOLUEUWJYJUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOX
45330,45075,43660,0,1,338264,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLVBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLVBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOX
45329,34444,43295,0,1,338257,62,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUCKOM%}OYHO
45328,44707,45047,0,1,338245,63,^B>C$=?>$$BB?UBOM%}OYHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>B>C$=?>$$BBLUBOM%}OYHOB
45327,34444,34444,0,1,338240,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$CBBLUBOM%}OYHOB
45327,34444,45327,0,1,338240,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$CBBLUBOM%}OYHOB
45326,12476,36845,0,1,338234,65,$=?>$$NBUBO^B>C$=N?>$$BLBO%}Y^OB
45324,39067,8625,0,1,338232,0,$=?>$$BUBOHBQC$=N?>$$BLUBO%}Y^OB
45323,17179,3747,0,1,338222,33,$=?>$$BUBOHB>C$UN?>$$BLUBO%}}Y^OB
45322,12476,42348,0,1,338202,47,$=?>$BUB?O^B>$C
45321,45043,21994,0,1,338200,74,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YIOB$=?>$$CUBO^B>C$=N?>$$BLUBO%}Y^OB
45320,38462,22933,0,1,338197,23,$=?>$$BUBO$=?C$$N?>$$A
45319,34444,34444,0,2,338189,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BUBO^B>C$=?>$$BBLUBOM%}OYHOB
45318,34444,34444,0,1,338175,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45317,12476,3747,0,1,338160,0,$=DD$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
45316,42474,37843,0,1,338153,0,UUYGRHJLRWWSIE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOB
45313,34444,43115,0,1,338122,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$CUBO^ZB>C$=?>$$B
45312,43656,40378,0,1,338108,56,UUYGRHJLRWWRE$BLUBO^>C$=?>$$BLUBO}^BX>C$T?>$$BLUBO}OYHOB
45312,45312,43656,0,2,338108,56,UUYGRHJLRWWRE$BLUBO^>C$=?>$$BLUBO}^BX>C$T?>$$BLUBO}OYHOB
45312,44476,45312,0,3,338108,56,UUYGRHJLRWWRE$BLUBO^>C$=?>$$BLUBO}^BX>C$T?>$$BLUBO}OYHOB
45311,17795,18920,0,1,338108,99,$=?>$$BUBO^B>C$=N?>$$BLUB}%}}Y^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%O}Y^OB
45310,44561,43173,0,1,338107,63,EWLHHHRLUEUWJYJRIXUVUYGRHJLRVWWRE$BLUBO^B>C$=?>D$BBLUBOM%}OYHOB
45309,45280,42474,0,1,338102,0,UUYGRHJLRWWSE$OYHOBGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45309,45309,42474,0,1,338102,0,UUYGRHJLRWWSE$OYHOBGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45309,45309,45390,0,1,338102,0,UUYGRHJLRWWSE$OYHOBGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45308,45119,44929,0,1,338101,0,RHJLWWRE$BLUBO^GB>C$=?>$$CLUBO>C$=?>$$C
45307,15675,11955,0,1,338100,7,$=?>DBB
45306,37843,37843,0,1,338096,54,HHLUEUWIYJRIHXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
45305,45200,3747,0,1,338087,79,$=?>$$BUBO^B>C$=N?>$$BLUBO}Y^OC$=?>$$CUBO^B>C$=N?>$$BLUBO%}Y^OB$=?$$$CUBO
45304,12476,11955,0,1,338085,1999,$=?>$$BUBO$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD
45303,44964,43295,0,1,338081,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHORIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOX
45301,45119,45127,0,1,338052,0,RHJLWWRE$BLUBO^GB>C$=?>$$CLUBO>C$=?>$$CLUBO
45300,45119,32025,0,1,338041,0,RHJYLWWRE$BLUBO^GB>C$=?>$$CLUBO>C$=?>$$CLUBO%}OYHOB
45300,45300,32025,0,4,338041,0,RHJYLWWRE$BLUBO^GB>C$=?>$$CLUBO>C$=?>$$CLUBO%}OYHOB
45299,43656,40378,0,1,338041,56,UUYGRHJLRWWRE$BL^UBO^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
45298,42245,8625,0,1,338021,7,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C==?>C$BUBO^ZB>C$=?>$$A
45297,43730,43730,0,1,338017,1,$=?>$DBUBO$K?$$$N?>$$A
45296,43656,43656,0,1,337992,55,HHLUEUWIJRIXVUUYGRHFJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
45295,15191,3747,0,1,337985,1,C=W$$$
45294,43060,38462,0,1,337976,0,$=?>$$BUBO^B>C$=?$BLUBO%}}YOB
45293,45243,45207,0,1,337963,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45291,12476,12476,0,2,337956,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^PB
45290,43288,34444,0,1,337955,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUOM%}OYHOB
45289,45142,9678,0,1,337942,0,O%}}LUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OZHOB
45287,44032,44032,0,1,337939,0,$=?>D$BUBO^B>C$=N?>$$BLVBO%}Y^OB
45286,39981,39981,0,1,337937,62,$=L>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
45285,39981,43904,0,1,337936,53,$=?>$DBVBO$=L$$$N?>$$A
45284,12476,21994,0,1,337928,42,^B>C$=N?>$$BLUO%}Y^OB$=?>$$CUBO
45283,34444,43295,0,1,337928,62,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?S>$$BUBO^ZB>C$=?>$$BLUBKOM%}OYHO
45282,42348,12476,0,1,337912,15,$=?>$BVB?O^B>CC
45282,12476,45282,0,7,337912,15,$=?>$BVB?O^B>CC
45281,44843,44843,0,1,337905,0,UUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOBB$CLUBO%}OYHOB
45280,42474,45240,0,1,337900,0,UUYGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHOBGRHJLRWWSE$BLUBO^>C$=?>$$BLUBO}^BX>C$?>$$BLUBO}OYHO
45279,44452,44452,0,1,337893,50,HHMUEUWIYJRIXVUUYGHJLWWRE$BLUBO^B>C$=?>$$BLUB%}OYH
45277,45159,45159,0,1,337890,124,$=?>$$BUBO^B>C$=?>$BLUBO%}}X^OB$=?>$$BUBO^B>C$=?>$BLUBO%}}X^OB$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
45276,12476,24568,0,1,337885,42,$=V?>$$CUCO
45274,44392,3747,0,3,337875,72,$=?>$$BUBO^B>C$=N?>$$BLUBO%}OZ^OB$=?$$$BUB}^B>C$=N?>C$BLUBO%}}Y^OB
45273,39981,39981,0,1,337862,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}YOB$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
45272,45026,44288,0,4,337860,0,HHLUEUWIXJRIXVUUYGHJLWWRE$BLUBO^B>C$=?>$$BLUB%}OYH
45272,37843,45272,0,3,337860,0,HHLUEUWIXJRIXVUUYGHJLWWRE$BLUBO^B>C$=?>$$BLUB%}OYH
45271,45265,44585,0,1,337860,3,$=XX$$BUBB?O>C$=N?>$$BLUBO%}Y^OB
45270,42348,12476,0,1,337854,4,$=?Q$BUB?O^B>CC
45267,8625,18920,0,1,337818,66,$=?>$$BUBO^B>C$=N?>$$BLUAO%O}Y^OB
45267,8625,45267,0,3,337818,66,$=?>$$BUBO^B>C$=N?>$$BLUAO%O}Y^OB
45266,45230,45127,0,1,337815,0,RHJLWWRE$BLPUBO^GB>C$=?>$$CLUBO>C$=?>$$CLUBO
45265,12476,12476,0,1,337815,0,$=XX$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
45264,34444,34444,0,1,337804,62,EWLGHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45263,8625,21947,0,1,337803,47,$=?>$$BUBO^B>C^
45262,38487,34444,0,1,337802,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OY^OB
45261,44731,42847,0,1,337798,62,EWLHHHRLUEUWJYJRIXVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
45260,34444,43115,0,1,337796,50,RIXUVUYGRHJLRWWRE$BLUBOS^B>C$=?>$BUBO^ZB>C$=?>$$B
45259,34444,34444,0,1,337793,62,EWLHHHRLUEUWJYJRIZXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45259,34444,45259,0,4,337793,62,EWLHHHRLUEUWJYJRIZXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
45257,25311,3747,0,1,337783,39,$=?$$$BUBO^B>C$=N?>$$BLUCO%}}Y^OB
45256,34444,34444,0,1,337780,62,EWLHHHRLUEUWJLYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
